,A375,A549,A673,HCT116,HS 578T,HT29,LNCAP,LOVO,MCF7,PC-3,RKO,SK-MEL-28,SW-620,VCAP
392,-0.04865862,0.061942994,0.36482903,-0.332915494,-0.221247102,-0.06970623,-0.353795892,-0.076242909,0.133584557,0.144385948,0.872004345,0.354633687,0.208684755,0.043827569
9170,0.157810812,0.092189075,0.97248505,-0.406310656,-0.038782696,0.021876947,0.038435716,-0.307995688,-0.09923182,-0.018667332,-0.30368715,-0.287417935,0.015947362,0.133696633
80347,-0.070772299,-0.111725297,0.187689816,0.510661844,0.027033427,-0.084443771,0.238172999,-0.097115182,-0.084423246,-0.143226755,0.378549201,0.111930312,0.703802584,0.076426057
5921,0.120869615,0.185002468,-0.285686441,0.42079805,0.186954757,0.047961918,0.165761267,0.70053001,0.144704539,0.020766547,0.590224329,0.497318581,0.500413121,0.346226799
23300,0.012818981,-0.129050287,0.206338278,0.412969903,-0.168330578,-0.098766295,-0.182915912,0.521797104,-0.147410985,-0.068264499,0.768075633,-0.139548935,-0.158098803,-0.063567978
836,0.068202001,0.174278167,-0.122523993,-0.077894734,0.498823287,0.116852204,0.271177431,-0.076039185,0.250172646,0.150840894,0.034317968,-0.122442487,0.196621125,0.138320002
5721,-0.215690147,-0.100077189,-0.181155741,0.330325972,0.149224989,-0.181769005,0.022299901,0.399445317,-0.14815443,-0.183929802,-0.03091103,0.297710553,-0.280918823,-0.188128034
11188,-0.161361128,-0.178172988,-0.964214013,0.654911664,-0.359193144,-0.146016016,-0.154903011,0.128952163,-0.052589752,-0.13293503,0.655166405,0.010446555,-0.135709884,-0.187272322
10898,0.071277533,0.013575118,0.102019486,0.17408774,0.161739638,0.106058907,-0.078207529,0.047720153,-0.039318753,-0.007237205,-0.242238466,-0.386704376,-0.007690396,-0.149518421
9276,-0.071167021,0.079002066,-0.422986365,0.409730439,0.116435519,-0.01728429,0.071497279,0.226437792,0.126017625,0.118868636,-0.27731555,0.40432489,0.31459285,-0.065863982
1647,-0.058502325,-0.094206355,-0.086816474,-0.085273324,0.050009292,-0.065679901,-0.190692356,-0.538061955,-0.095119325,-0.026108942,-1.349730121,-0.984436466,-0.188204631,-0.168598007
10285,-0.267043109,-0.138203355,0.080847443,0.352277671,-0.064044365,-0.155816135,0.015915915,0.177016299,-0.077403352,-0.157657849,-1.007442322,0.371438589,-0.131044649,-0.123444372
23386,-0.105274068,-0.245458797,0.051521886,0.296823659,-0.060737164,-0.069434382,-0.028216423,-0.177949549,-0.19936851,-0.217985479,0.554105174,0.865815845,0.649396714,-0.042533949
2263,0.053536545,-0.009225588,0.541261905,-0.255863099,-0.061476787,0.033063739,-0.371945833,-0.364641965,-0.04502361,0.166150555,-0.602027954,-0.812116333,-0.462222995,-0.053566316
3156,0.05099485,-0.162714,-0.355401413,-0.664372634,0.111143406,-0.064026552,-0.216748295,-0.52092952,-0.094127848,0.080002751,-0.453335948,-0.133611125,-0.485829253,-0.195966265
10237,-0.208321488,-0.17188179,-0.118057322,0.274605045,0.230426217,-0.158489814,0.1694584,-0.082950106,-0.077237409,-0.202663129,0.604166169,0.571895272,0.485628591,-0.044918674
7077,0.092627584,-0.040991992,0.566949175,-0.173928095,0.004755624,0.098106529,0.206828479,-0.519783234,0.05504773,0.048258717,-0.525997283,0.441353502,-0.392262175,0.076055821
11157,-0.1934985,0.174659506,0.404366629,0.377019984,0.016612304,-0.08425603,-0.11293318,0.458654863,0.007369023,-0.110719832,0.538287117,0.522634794,0.463690883,0.260799613
808,0.180556361,0.043993349,0.565272435,-0.035889778,-0.200474326,0.057452284,-0.137607059,-0.109915734,0.131817585,0.19046023,-0.540239822,-0.324081267,-0.340408127,-0.100993083
22908,-0.092920966,0.144366156,0.071509543,0.544545437,-0.080902159,-0.101038275,0.039884213,0.026500837,0.170521429,0.016266419,0.748671366,-0.18458707,0.234525098,-0.102975519
10915,-0.04644784,0.071330439,-0.276245259,0.723150652,0.030811061,-0.053246831,-0.078494278,0.296202051,0.107049615,-0.017386056,0.19364517,0.574931907,0.165549724,0.182754442
9897,0.111819071,-0.006596387,0.139221892,-0.492507904,0.243323099,-0.028152928,0.391688768,-0.936375245,0.020124481,0.09839792,-0.633760115,-0.714599173,-0.1836457,-0.141234626
1759,0.026360323,-0.038152271,-0.316260902,-0.171115995,0.11464687,0.08248794,-0.204488393,0.323821318,0.101453981,0.159391496,0.551196257,-0.428951034,0.301627661,0.122986183
54541,-0.307800034,-0.420328048,-0.106595398,-0.614649658,-0.30219806,-0.106878542,-0.210883152,-0.601780078,-0.380356478,-0.279119616,-0.584291905,0.212021763,-0.385105223,-0.07502089
211,-0.028272218,-0.037356113,-0.092873633,-0.642032605,-0.010218874,-0.138659643,-0.244442191,-0.62401949,-0.093812302,-0.091698944,-0.160348279,-0.952310073,-0.311255151,-0.189476814
5048,0.058157817,0.213604324,0.121457219,-0.204315814,-0.04517436,-0.058885132,-0.041109717,-0.58290518,0.179366942,0.258800611,-0.049030242,-0.432888746,0.22643774,-0.191477849
84722,0.041233073,0.090599733,0.268282591,-0.248637975,-0.076968838,-0.074740195,0.023774556,-0.557422573,0.081621485,0.078964553,0.122286585,0.331104315,0.25010016,-0.046396122
30001,-0.003969861,0.117667484,-0.337362859,0.099321998,0.007778233,0.044331283,0.456206474,-0.116850547,0.05773045,-0.131911486,0.220957654,0.497835925,0.508058989,0.068021346
348,0.173544899,0.209047889,0.309366903,-0.310853081,0.292354169,0.129776757,0.342276384,-0.337022199,0.142194922,0.137701784,-0.646901553,0.654621945,-0.329977832,0.048981005
29890,0.048285602,0.078886268,0.114055321,-0.311865058,0.21332781,0.090019416,0.042879288,-0.051948634,0.14619327,0.14968575,-0.445173838,-0.223728667,-0.058205633,-0.153160954
9868,-0.1888163,-0.043165376,-0.06936464,0.50069773,-0.378250788,-0.136375611,-0.361703558,-0.428435586,-0.082624834,-0.202383422,0.867166441,-0.083004503,0.495946636,-0.105811441
873,0.048737862,-0.052544428,0.015997448,-0.262313239,0.144515799,0.158660732,0.415532441,0.292401064,0.053979311,-0.077599242,0.640788198,0.189690786,0.732997251,0.160406375
5580,-0.052300898,0.233235861,-0.173218424,0.582793695,-0.211008382,-0.022968552,-0.129915218,-0.328953772,0.029559443,-0.121791335,0.965988388,0.300828948,0.309028023,-0.123877045
30849,-0.062732898,-0.05630742,-0.646491645,0.33490428,0.188389432,-0.030942753,0.079515849,-0.090509696,0.03609235,-0.056893463,0.526836999,0.371794505,0.423701487,-0.025343692
1454,-0.206583529,-0.254203402,-0.169135413,-0.32454811,-0.241789559,-0.105009334,-0.258510269,-0.471287727,-0.064333188,-0.080914542,0.271493551,0.754634592,0.422114351,0.138883472
3725,0.154899584,-0.03596035,0.25927386,-0.422684908,0.277927325,0.100762964,0.287610128,-0.165323517,0.066198448,0.153063703,0.078322934,-0.508882554,-0.35161456,-0.112472949
23585,-0.16969685,-0.084628637,0.074232549,0.277362292,-0.400464761,-0.205636127,-0.472921522,0.534732402,-0.128333691,-0.376039816,0.440887864,0.419304755,0.12281884,-0.138883999
51097,-0.076864213,0.074479986,0.268505336,-0.38515566,0.140959699,0.039575778,-0.30656203,0.149664138,0.099688083,-0.131344298,-0.196552549,0.132268476,0.202198336,0.046280628
1831,0.129160945,-0.074681837,-0.925880773,-0.797843383,0.092928077,0.073616047,0.016662513,-0.383452705,-0.302010055,-0.172627478,-0.691815402,-0.322128212,-0.484794079,-0.000590269
7020,0.036774859,-0.034847114,0.265939626,-0.442934742,0.061072027,0.044538732,-0.083879866,-0.283149474,-0.092629401,0.045351035,-1.10812233,-0.832892475,-0.388179084,-0.151996248
55893,0.0534914,-0.104501545,0.220324641,-0.845207186,-0.220202883,-0.084678422,-0.128609168,-0.416062195,-0.079083958,0.117246934,-3.080588883,-0.58787313,-0.385196878,-0.151782597
6944,0.102365992,-0.009177242,0.060550626,-0.361701264,0.20377433,0.013913361,0.265314247,-0.481300901,0.011631367,0.163780094,-0.125324043,-0.388569273,-0.3052894,-0.028394766
22883,-0.097839834,-0.142176485,-0.077379082,0.3738691,0.203520345,-0.101242589,0.245662438,0.107596991,-0.126247112,-0.023980174,0.846684159,0.571257358,0.222990877,-0.250887968
5601,0.027716173,-0.001010399,-0.102815412,-0.342760106,-0.417966194,-0.121122579,-0.317255354,-0.472647245,-0.028715949,0.079404306,-1.183012002,-0.149780954,-0.322430887,-0.125794894
6500,-0.028865179,0.061602782,-0.270307168,0.142711081,-0.143619456,-0.059518926,-0.199976074,0.288532157,-0.085538532,-0.218525858,0.740759755,0.175719312,0.374738633,0.16632443
10775,-0.008042022,0.14205826,-0.224562913,0.240096031,0.107584985,-0.002443862,-0.132466146,0.279191997,0.159437945,0.048338949,0.848272554,0.473872565,0.414547497,0.06693591
4780,0.013559289,-0.043340439,-0.556571254,-0.197656586,0.307617567,0.044981538,-0.184552763,-0.091751457,-0.012426874,0.129311553,-0.813109974,-0.20123809,-0.143421716,-0.023501357
10904,0.075611977,0.183103023,-0.520072435,0.678755378,0.368310478,-0.081345156,0.409658081,0.687577222,0.246474965,-0.120997458,0.963231525,0.646887258,0.307338091,-0.263812593
9917,0.185764796,0.280926372,-0.02241515,-0.009674649,0.114553536,0.077127995,-0.131263552,-0.141158849,0.304270762,0.336574275,-0.05837194,-0.030188487,0.169842125,0.045243206
5627,-0.065724761,-0.032814178,-0.293519406,0.542314337,0.148915791,-0.013884663,0.009492689,0.471999093,0.06832004,-0.011364829,0.783880936,0.465279789,0.594334972,0.146862884
1399,0.032539445,-0.050393382,0.337657789,-0.475021802,-0.091797291,-0.084990574,-0.228998494,-0.448020621,-0.014738275,0.031275248,-0.928655405,-0.37764296,-0.176893946,-0.067947985
24149,0.194378874,0.175497055,0.059303802,0.215396885,0.28881988,0.160219199,0.217096656,-0.015703259,0.367253123,0.265329772,0.002881082,-0.228480032,0.037128486,0.009182365
2222,-0.108444166,-0.291191439,-0.309822299,-0.160810747,0.32971558,-0.005481675,0.390704896,0.164621604,-0.18996724,-0.308022594,0.210172867,0.496927762,-0.116537279,-0.152309941
10131,-0.057568963,-0.216915146,-0.221349201,0.405318125,-0.110402667,-0.03559284,-0.301731769,0.289351226,-0.085333518,0.207579851,0.841411798,-0.319423513,0.364046585,0.0037265
2958,0.103568369,0.33362282,-0.53500534,-0.136776332,0.388283636,0.041338757,0.40497557,0.439158811,0.126567929,0.094473599,-0.532234706,0.413541384,-0.017988741,-0.073666124
5715,-0.158207612,-0.190350395,-0.397899108,0.285476858,-0.166942404,-0.144718439,-0.085442878,0.071704657,-0.163054348,-0.269767996,0.102482417,0.520115061,0.140017954,-0.1869102
9650,0.033952973,-0.144763585,-0.130501618,-0.456688759,0.26470162,0.022067849,0.344571902,-0.255436424,-0.065300719,-0.057039397,-0.892208933,-0.398268543,-0.499735284,-0.149973526
7319,-0.081938157,0.201201219,-0.480446333,0.218366976,0.301049787,-0.131534321,0.106031427,0.320105462,0.211405995,-0.026854603,0.159697874,0.518481254,0.090498413,-0.04829221
4817,-0.061893001,-0.036619049,0.451654863,-0.596482301,-0.385155617,-0.066507182,-0.16194688,-0.283913996,-0.051550909,0.121154191,-0.638110939,-0.692045508,-0.427945474,-0.212408726
9143,0.087848868,0.202782061,1.215768004,0.121837121,0.02229785,0.054826338,-0.075234539,0.561477832,0.133773568,0.113037977,1.443552243,0.004984777,0.031683338,0.279405604
4791,0.199987259,0.135520043,0.221393849,-0.527681396,-0.025477146,0.105610274,-0.007115211,-0.470951591,0.147874007,0.160816168,-0.454736736,-0.519091214,-0.246434761,0.020080201
10494,-0.184444718,-0.253039086,-0.127703706,-0.167812731,-0.232381612,-0.157099769,-0.192359417,-0.512845922,-0.188178072,-0.066222992,0.615699685,-0.060968207,0.154707648,-0.043433908
55324,-0.091175648,-0.178644557,-0.355552044,0.585208727,0.033086937,-0.051702445,-0.132499873,-0.185894988,-0.135647784,-0.33119997,0.699919742,-0.313766861,0.170550724,-0.128722509
23149,0.078077924,-0.101606085,0.388609254,-0.221822521,0.086667785,-0.020841077,-0.167446849,-0.667222306,-0.114589856,-0.031196705,-0.398365577,-0.474643657,-0.167679932,0.0365252
9943,-0.068765999,-0.098785902,-0.282533359,0.445170535,-0.318701789,-0.036884114,-0.207889121,0.012817344,-0.138172368,-0.451481036,0.428428895,0.057674944,-0.146332562,0.097894994
6599,0.004254607,0.107102692,-0.329846617,0.322050106,0.15304441,0.294682185,-0.083818891,0.214074446,0.238243965,0.254937882,0.243255633,0.712587124,0.148723156,-0.059651213
56924,-0.008385725,-0.035231392,-0.057795906,0.652109616,-0.299202099,-0.043668729,-0.404575125,0.375468044,0.15767607,0.032258716,0.739915337,-0.498433413,0.688819428,0.146171975
2690,0.000810833,0.053416972,-0.19209069,0.256534094,-0.128361347,-0.014750239,0.042149016,0.370494198,0.185311398,-0.128325392,0.242801418,0.225948983,0.205122611,-0.089625872
51031,-0.160891887,-0.145427635,-0.076493285,0.331032675,-0.309877159,-0.036766327,-0.145795265,0.062752051,-0.025717701,0.111628144,0.788197817,0.427817262,0.161017087,-0.033348588
1019,-0.106776272,-0.153658092,0.07424473,0.612742185,0.028588842,-0.064796527,0.156905104,0.291670437,-0.174872994,-0.340811367,0.182591588,-0.023035555,-0.235019717,-0.090731253
3566,0.150385995,-0.021082785,0.735223211,-0.546258996,-0.023705346,0.067904766,-0.067618408,-0.416889368,0.06330848,0.194525142,-0.399756238,0.079205069,-0.094481367,-0.101021797
51422,0.049210473,0.089040478,0.020669975,0.101298197,-0.099123093,0.045201031,-0.334970751,0.00614418,0.111804218,0.0575284,0.046067244,-0.30227517,-0.117345243,0.137265132
3815,0.111751797,0.22696168,0.225597075,-0.427653112,0.066834345,0.080326881,0.069208841,-0.226023157,0.326744156,0.322068497,0.290625728,-0.345115021,-0.125138178,0.13975596
5788,0.107104946,0.070635841,0.046618007,-0.647894181,-0.060367293,0.023005927,-0.014430123,-0.18743238,0.006187762,0.176151799,-0.504148238,-0.469578668,-0.294660098,0.001440795
8624,-0.06001746,-0.146698913,0.181499607,0.687678757,0.356211782,-0.050079356,0.363314503,0.127494922,-0.082306305,-0.392009452,0.346090032,0.550068724,0.297034622,0.110548016
27346,-0.116980788,-0.239208754,0.036124213,0.251359594,0.095263468,-0.174147797,-0.092878914,-0.529157685,-0.168519428,-0.180494142,0.649713607,-0.025174445,0.657055096,-0.059904498
10489,-0.043171272,0.033936123,0.215775974,-0.870642333,0.216103596,-0.124545274,-0.098643847,-0.474465426,-0.023923164,0.10748412,-0.872134494,-0.010458124,-0.427095319,-0.206426493
26128,-0.031425884,-0.191174613,-0.134960449,-0.181218312,0.277703132,0.029150188,0.245009824,-0.309747583,-0.101161143,-0.302348696,0.015612882,-0.004922161,0.364136328,-0.048522438
79921,-0.070839367,-0.387808269,0.283827516,0.159750073,-0.486334425,0.049536811,-0.282375351,-0.380199187,-0.340327779,-0.149118234,0.642069596,0.377254357,0.174176615,-0.152506445
55746,0.087332855,-0.085513976,0.252031608,-0.045726879,0.320676337,0.075580589,0.263295805,-0.117713638,0.082161739,0.181170294,-0.446357372,-0.466625247,0.158366581,0.092961353
23636,0.0192421,-0.153432208,0.39264912,0.735774305,0.036333609,-0.119336378,0.099529485,0.563935919,0.008244547,-0.18388923,0.999547974,0.153749855,0.708671547,-0.043177461
6709,0.10389362,0.037329928,-0.567178266,0.52606871,0.007788777,-0.053751075,-0.103667132,0.174044377,0.093847061,-0.077538645,0.308205224,0.659842593,0.396646671,0.106195925
10892,0.104644957,0.152493749,-0.221508412,0.602923009,0.277670268,0.036726411,-0.023599729,-0.089743408,0.169294577,0.021273694,0.51605276,0.318451857,0.367059212,0.142800983
10652,-0.047639957,0.018646748,0.222937568,0.27792716,-0.209324396,-0.030823345,0.091504937,0.141548854,-0.014393186,-0.234419793,0.670336634,0.468732339,0.427456223,-0.13255357
11004,-0.060084886,-0.070575323,0.097228487,0.561137634,-0.154640208,-0.057681849,-0.238564032,0.19739281,0.011608547,-0.07042368,0.867724983,0.003408392,0.527236345,0.109711647
23530,0.0697374,0.181838424,-0.141772709,0.063352923,0.076491438,0.067688101,0.14897831,0.422573587,0.243015235,0.10469011,0.055205353,0.425696618,-0.213046009,0.051830208
1277,0.13796103,0.218716277,-0.29315494,0.00966261,-0.257047622,0.123099178,-0.106765008,0.321220154,0.18177859,0.135310078,0.681873937,-0.117890123,0.56743307,0.162929372
993,-0.070199028,-0.01800565,0.038513306,0.626931735,0.299754693,-0.056654405,0.334421188,0.221278355,0.078189572,-0.10374268,0.686395906,0.219078612,0.488124127,0.100615394
7157,-0.080893416,-0.459397978,0.099100516,0.327654639,0.101905862,-0.010633118,0.029443009,-0.118883608,-0.174074734,0.190561659,0.103803702,0.02896637,0.188562002,-0.074105378
8826,0.108677284,0.231697785,0.216685972,-0.424949021,-0.109875224,0.000555876,-0.021756735,-0.709348512,0.117360805,0.149702106,-0.60365031,-0.13508434,-0.087296069,-0.055489808
1958,0.035441348,-0.003778779,-0.61943084,0.161000673,0.164236049,0.073036139,0.155813887,-0.434239445,-0.00131455,0.055355616,0.403714046,-0.133026946,-0.555068,0.039814467
4582,0.162166119,0.088560725,0.162881129,-0.253338121,0.244406669,0.036296344,0.344066589,-0.533706314,0.05266037,0.125085126,0.460990827,0.130858103,0.492823408,0.19138833
9212,0.081728158,0.00711859,0.358265463,-0.200658515,0.063763634,0.010049814,-0.078535608,-0.312794271,0.062534274,0.150890338,0.225977418,0.325623446,0.429094153,-0.044106715
3308,0.053823711,-0.041000439,0.213213242,-0.094990819,0.072918256,-0.007252995,0.0049139,0.106689449,0.007986175,0.144869784,-1.475103896,-0.259545659,-0.610906023,-0.236270678
7153,0.069260536,-0.019435379,0.168602041,0.49199325,-0.045628011,-0.045645038,0.084521099,0.55346195,0.075906608,-0.081972062,0.559702086,-0.21501084,-0.381349151,-0.05925856
8440,0.027104729,-0.043199278,-0.380884651,0.005225619,-0.049953104,-0.109087919,-0.067702292,-0.096480776,-0.051052747,-0.291738323,-0.31043679,0.350899867,-0.534980485,-0.219578701
6790,0.049485459,0.045274978,0.13600019,0.149867915,-0.316729328,0.017181579,-0.524628504,-0.250025617,0.017607193,-0.026298557,0.330362397,0.469133859,0.586176161,0.127527035
11041,-0.18921745,-0.251251671,-0.099663638,0.441886786,-0.403066255,-0.058359723,-0.182665387,0.384976522,-0.052115145,-0.165623547,0.56606545,0.650003134,0.616604686,0.003760033
8851,0.114419908,0.133797707,0.089670701,-0.069276054,-0.091629978,0.009984546,-0.169666321,0.509169085,0.244688987,0.212503852,-0.156481316,0.422535381,0.634581433,0.156407821
6342,0.081288461,0.236754388,-0.617446696,0.554011731,0.232162379,0.044759839,0.218971257,0.470894018,0.30458288,0.08012173,-0.112253693,0.676285828,0.706234658,0.152124094
5883,-0.055585533,0.006599173,-0.181315651,0.169652685,-0.168107255,-0.137243681,-0.264935871,-0.157937918,-0.12489114,-0.157821025,0.023718673,0.429818221,0.44275355,-0.048999448
10589,-0.042024276,-0.288941731,-0.130908864,0.272423691,-0.181152652,-0.010509376,-0.004481152,0.219220106,-0.179105996,-0.019290775,0.838663501,0.506878375,0.233489309,-0.001371865
