,A375,A549,A673,HCT116,HS 578T,HT29,LNCAP,LOVO,MCF7,PC-3,RKO,SK-MEL-28,SW-620,VCAP
58533,-0.173981592,-0.209673901,0.191889395,0.153164145,-0.057292217,-0.166209655,0.147211921,-0.307005908,-0.256608366,-0.25292384,0.56295754,0.840280355,0.60415421,-0.005517779
8726,0.089120532,0.288744289,-0.210700243,0.704938949,0.222478744,0.054066634,0.052197007,0.31567009,0.112092307,-0.032390682,0.011712621,0.283463049,1.239773496,0.211454206
147179,0.033396239,-0.147369051,-0.255474861,0.307640453,0.214375296,-0.07001683,-0.231917267,0.071749834,0.150564138,0.040346579,0.631851787,0.30563521,0.355794775,-0.092098236
29937,-0.196780295,-0.445775319,0.109561739,0.318444829,-0.248431805,-0.181751748,-0.174674659,0.007808004,-0.38301526,-0.412833746,0.58555935,0.581346529,0.551123107,-0.029118647
6184,-0.206127302,-0.278609875,-0.025661518,-0.136145045,-0.015603928,-0.169684326,-0.103098379,0.100284247,-0.130162987,-0.106439815,-0.252458172,1.14913432,0.405784657,-0.018522582
9854,0.030885967,0.158012773,-0.238213071,0.333914142,0.168925332,0.002628549,-0.221983924,-0.434309025,0.151569151,0.059126261,0.479217411,-0.29756222,0.254242308,0.142051101
2553,-0.101998127,-0.131277771,-0.524059381,0.385120144,0.457142236,-0.061252132,0.317785313,-0.078177825,0.030564594,-0.11574368,0.059595594,0.198984784,0.007727185,0.102618372
5440,-0.117432859,-0.088989734,-0.228337294,0.330128992,-0.057507188,-0.085421617,-0.293635487,0.060711325,-0.122392563,-0.438328252,-0.725823562,0.286109692,-0.805778641,-0.119962656
2185,0.169027462,0.067726948,0.539595223,-0.580739032,0.088033575,0.083341714,0.023896645,-0.555626873,0.076300518,0.201704711,-0.740680958,-0.511540647,-0.374687563,-0.049525587
54623,-0.122527664,-0.008984756,-0.159093329,-0.690924775,-0.094494036,-0.123512144,0.008470638,-0.180266036,-0.159592515,0.103062554,0.243756205,0.133227024,0.730433089,0.159509751
9533,-0.021433788,0.051085629,0.397823495,0.040485313,0.13980977,0.046813347,0.050749368,0.217691239,0.046538157,0.070224102,-0.714498242,0.210575986,-0.073684448,-0.122288387
8607,0.012503491,-0.065989327,0.424923925,0.617951893,-0.018872518,-0.069771093,-0.179116209,0.249653644,0.013152207,0.097214042,0.742394824,0.878527235,0.611429159,0.214739549
207,0.097621641,0.116456837,-0.302850992,0.576089865,-0.045773618,0.068460811,-0.221188995,0.245106431,0.036607736,0.122055755,0.019015491,0.483022188,0.272529209,-0.011639817
26054,0.068438308,0.134404561,-1.225393682,-0.189960699,0.078988983,-0.041566553,-0.047935883,-0.236686461,0.097067126,0.043308654,0.010525237,-0.446177221,0.259404504,-0.155485645
3315,-0.10049941,-0.315766532,-0.296750769,0.616116074,0.028743532,-0.102236558,0.019782795,0.265643985,-0.246271938,-0.159481563,0.692236736,0.301522184,0.332140907,0.249943828
10682,-0.213133729,-0.310820301,-0.394073283,0.474871957,0.055317968,-0.097870968,-0.017804611,0.263622199,-0.314647331,-0.4683198,0.533649967,0.155247327,0.374558246,-0.150545289
8573,0.098367446,0.187010739,-0.605431975,0.459223812,0.213712031,0.046509996,0.178457362,0.626566807,0.147382849,0.116434913,0.310287749,0.209778248,0.40561222,0.101176238
23378,0.142741168,0.174649926,0.631248598,0.298892588,-0.044885339,0.162553676,-0.229619769,-0.285211905,0.169627431,0.062576747,1.040365698,0.988051208,1.040628952,0.330172492
5289,-0.097701853,-0.105885382,-0.47572072,-0.254167609,0.036723282,-0.069521961,-0.125272846,-0.242766065,-0.010972434,-0.038506613,0.199027009,-0.116694832,-0.28827802,-0.057517785
8553,0.210018221,-0.057869038,0.049688667,-0.354508085,0.383803064,0.054321393,0.360800065,-0.377037876,0.024967774,-0.036389485,0.434556333,0.216125828,-0.201739477,0.177581172
622,-0.147545233,0.137595367,-0.195811486,0.625393451,-0.039833124,-0.164053774,-0.286241628,0.129974269,-0.126488128,-0.04193725,0.450794219,0.752082901,0.614831654,0.072963751
9467,0.055306836,-0.07987827,0.32332676,-0.200310977,-0.262203284,0.015265336,-0.299607225,-0.061051384,-0.113485613,0.007888976,-0.631730258,-0.490268892,-0.441552935,0.0110749
5525,-0.086838192,0.165783874,-0.045637456,0.427130498,-0.227044911,0.004251936,-0.138446753,0.173397902,0.195241365,-0.018861297,-0.000735472,0.435865738,0.411653431,-0.086090709
256364,0.007983624,0.082538507,0.576002797,0.257095605,0.132884797,0.104188117,0.035592899,0.198346146,0.205242756,0.267823601,0.630722868,0.294266607,0.621799654,0.187871862
332,0.067148799,0.044824318,0.074689502,0.613591293,0.133989272,0.036621739,0.304308676,0.417343062,0.00738431,-0.157501941,0.952424621,0.614984989,0.733063107,0.050732924
2058,-0.140002062,0.002597318,-0.310784655,0.255894365,0.208534762,-0.147746886,-0.023001716,0.073710669,0.065074629,-0.074967743,0.500649266,0.111001141,-0.044875499,-0.161772979
7849,-0.035583509,0.011579141,-0.225185585,0.166089218,-0.097967879,-0.031802962,-0.114565479,-0.079314273,0.026139354,0.078484469,0.145226839,0.056216863,0.303066626,0.123706066
868,0.152499507,-0.029795449,2.441758382,-0.595847152,0.099991951,0.165702054,0.037089943,0.041685021,-0.050322568,-0.013468227,0.11272908,-0.288342615,-0.238970895,0.056883765
23244,0.070340953,0.060173897,-0.131436166,0.483830675,0.093809853,0.036074283,0.14354218,-0.381507678,0.093294902,-0.015638102,0.511100885,-0.257974211,0.379725845,0.023435449
1677,0.100648778,0.063564591,0.45245603,0.040083617,0.087713171,0.126711155,0.124971641,-0.070260754,0.057000024,0.126848767,0.695884181,-0.283844511,0.357884014,0.135210279
7043,0.10778567,0.093127175,0.417997627,-0.693160143,-0.084231402,0.053136088,-0.125845035,-0.589478866,0.007156372,0.167737982,0.271460562,-0.2400481,-0.058388019,0.012754905
7494,-0.054481631,0.09080957,-0.344318091,-0.140967617,-0.14874393,-0.226459344,-0.055547142,-0.638651033,-0.113951716,-0.153575268,0.459239781,-0.360821634,-0.100713152,0.00383176
4836,0.099945514,0.040213897,0.105835644,0.01063939,0.266804141,0.041530555,0.140927045,-0.345267248,0.076460794,0.127463181,0.727529305,0.177160388,0.386449476,0.097074378
23647,-0.163010359,-0.207626794,-0.183391849,0.507453998,-0.105128145,-0.128387134,-0.245070815,0.145593226,-0.133209757,-0.230701498,0.738651401,0.661578914,0.721055851,-0.119568999
10617,-0.227122206,-0.293964994,0.291046308,0.03849127,0.008296335,-0.090831065,-0.090002837,-0.065707091,-0.225777093,-0.242299559,0.282162814,0.342055321,0.300633055,0.058871711
5613,0.106083302,0.083567161,0.378785806,-0.457693822,0.008003696,0.059405009,0.310469214,-0.362706156,0.147109652,0.226707057,-0.188448478,-0.583768509,-0.203904759,0.056134454
2184,-0.100582844,-0.193902051,0.042293315,-0.149752766,0.014072023,0.029506275,0.015133498,0.031838271,-0.167968156,-0.143960111,0.276269145,0.036921902,0.634788235,0.113994842
5355,-0.05158245,-0.220809071,0.329439053,0.464974447,0.150679351,0.032867465,-0.083142032,0.080093101,0.043120787,-0.108098894,-0.360558018,-0.309964153,0.053694301,0.014592694
6659,-0.038703327,-0.002987053,-0.580244527,0.924215154,0.055831942,0.015105667,0.264092348,-0.564763575,-0.205460566,-0.059483669,-0.200965394,0.312310831,0.527498714,-0.138476958
7016,0.043424832,-0.153017545,0.384628235,-0.662511263,0.262387564,0.024987949,0.199435502,-0.894560264,-0.026287005,0.067913593,-0.787869766,-0.648913549,-0.449256292,-0.225547625
90861,-0.096299619,-0.099620612,0.136617958,0.253425327,0.010914096,-0.040147143,0.087327611,0.268648802,0.006040556,-0.182839313,0.243001565,0.209906034,0.677185656,-0.062245214
10670,-0.091607225,-0.237713448,0.030635085,0.295165725,0.219197299,-0.029446113,0.199177168,0.488737706,-0.088131164,-0.015669423,0.500405673,0.479164721,0.266348523,0.067461044
79071,-0.092983178,-0.027345763,0.22681059,0.112839325,-0.157517839,-0.16590773,-0.141486839,-0.340711631,-0.08049388,-0.058029994,0.45939676,-0.104274909,0.275921774,-0.065994638
64746,-0.041242626,0.004227833,-0.383527407,0.230095203,0.187321871,-0.012183615,0.327593313,-0.162334648,-0.054254629,-0.343815149,0.379813752,-0.179462948,-0.072740194,0.044995828
5366,-0.153893527,0.053727929,-0.453743417,-0.283024034,0.152295632,-0.014236185,-0.216678377,-0.658644998,0.055591093,-0.194248128,-0.331211301,-0.382345379,-0.521650578,-0.030377766
11344,-0.150882197,-0.278622944,0.223461542,0.353379889,0.04119526,-0.080019078,0.307158172,0.123627498,-0.22458077,-0.136293705,0.709233485,0.248740563,0.205358531,-0.025638689
10013,-0.05881855,-0.101100354,-0.141964537,-0.03466125,-0.28999367,0.001916743,-0.260555486,-0.099425269,-0.073818424,-0.121943229,-0.006541924,-0.36893496,0.477244672,0.032565697
595,0.025398574,-0.10752748,-0.207960006,0.441127628,0.146153878,0.108488731,0.111524699,0.39108505,-0.087685146,-0.103811685,1.12070633,0.094134194,0.396579661,0.090159898
5829,0.103191586,-0.09527041,-0.071651164,0.174824108,0.175453628,0.065459989,-0.049357623,0.187906043,0.043044992,0.092808907,0.225152289,0.134689715,-0.44669795,-0.204096422
5257,0.055865569,0.146308578,-0.417291693,0.221210977,0.233910224,0.076527776,-0.034427098,0.419611033,0.17999775,0.233101878,-0.644666292,0.129530001,0.131806912,0.065581584
4793,0.034060437,0.016860819,-0.1752277,0.53751704,0.185108959,0.02876422,0.092348147,-0.195011641,0.091124157,0.117437978,0.591588418,0.881086141,0.641936875,0.136849535
22794,-0.084886512,0.033182331,-0.290662868,0.728698751,0.199515682,-0.03695129,0.263273796,0.066028676,0.064170914,0.19725363,0.945519358,0.555253912,0.344731744,-0.011399453
9761,-0.026799094,-0.131843295,-0.242548803,0.234271567,0.289658309,-0.090335749,0.266077124,0.230193784,-0.056985825,-0.050456525,0.558579753,0.21395125,0.442917364,-0.230110394
2736,0.190866983,0.326207307,0.233976549,-0.279079036,0.108804978,0.132613401,0.087358928,-0.341233336,0.069586616,0.217223478,-0.379533875,-0.389023845,-0.329415905,0.10411189
23326,-0.085228087,-0.265618344,0.09574981,0.57729547,0.162740775,-0.132845956,0.485541327,0.38408306,-0.204801947,-0.342397767,0.293744667,0.392231122,-0.481264881,-0.1634744
10972,-0.234686774,-0.075683583,-0.502217083,-0.117047535,-0.57816317,-0.243359005,-0.169327949,-0.16754772,-0.090520034,-0.31992931,0.192539871,0.466800172,0.361989352,-0.197931438
10523,-0.001084254,-0.025273256,-0.047848699,0.633728464,0.020726149,-0.039967709,0.081577996,0.06503562,0.021008998,-0.10256078,0.839092733,0.716021928,0.537287318,0.064905135
5290,0.09127161,0.108719753,0.132270517,-0.29751682,0.179487571,-0.011954196,0.020363426,-0.145683151,0.174142637,0.289913123,-1.132209368,-0.970583114,-0.511149967,-0.194736291
79090,0.006919936,-0.223266165,0.079950701,-0.600283701,-0.187590849,-0.080437301,-0.159869583,-0.251256744,-0.150215089,0.098273767,-0.695605816,-0.137883164,0.051365559,-0.043647719
27032,-0.007225128,0.048693286,-0.478720109,0.34023567,0.452309014,-0.136617037,0.163590841,-0.341999913,0.06468884,0.184582075,0.266861992,-0.342525573,-0.210509223,-0.207274401
9097,-0.001803306,-0.122295757,0.229828294,0.231760341,0.20468568,-0.035015911,0.107979388,-0.304405001,-0.002866621,0.083022923,0.111353876,-0.320213974,0.34190907,-0.073355903
10513,-0.004638545,-0.087043936,0.092842106,-0.199504149,-0.14486487,0.031654837,-0.117400155,-0.353472798,-0.240515604,-0.049615759,0.145763846,-0.701199102,-0.605141838,-0.097243744
6194,-0.040424042,-0.097930309,-0.196278342,-0.376232952,0.009242165,-0.088730963,0.092417743,0.10527657,-0.205665714,-0.182388878,-0.279302061,0.23517246,-0.073212068,-0.113540385
1891,-0.135944487,-0.154365822,0.039240051,-0.447732058,0.142177222,-0.139244878,-0.150988437,-0.311831615,-0.179503356,0.053897659,-0.378616312,-0.174459686,0.073581754,-0.190681217
3066,0.016574832,0.314798153,0.021936333,0.367807903,-0.028655876,-0.061143719,-0.034806645,0.621378795,0.215046264,0.044148275,0.514302299,0.719825264,0.680754425,0.20190519
1676,0.062440147,-0.115278998,0.483349187,-0.39767834,0.09857085,0.007632762,0.021702237,-0.524174355,-0.083129964,0.062831348,-0.451817406,-0.546909513,-0.329301945,-0.186711784
9801,-0.117667314,-0.118709734,0.005515046,0.729160631,-0.006608072,-0.089376803,0.068379064,0.361082224,-0.167892343,-0.32622004,0.428253854,-0.245401315,0.310223681,-0.17754072
23512,-0.088317603,-0.206161045,0.290329262,0.56196875,-0.091123429,-0.106191106,-0.090345741,-0.238608247,-0.023112784,-0.089434336,0.118300747,0.122239018,0.251487691,-0.052526781
1459,-0.117016009,-0.156156396,0.242777595,-0.178559529,-0.102687256,-0.04014886,-0.10284169,-0.354423992,-0.037031194,0.128383897,-0.528949465,-0.615499185,-0.486555963,0.038390389
148022,0.005440577,-0.042856136,-0.25930767,0.043986029,-0.328847205,0.008113851,-0.047724093,0.154399919,-0.01928309,-0.191001624,0.202904484,-0.169384988,0.438433499,0.095142261
9703,-0.009521873,-0.058862679,0.542856659,0.471805141,0.126800414,0.029909457,0.227008816,0.155236051,0.04041277,0.058205764,0.845475835,0.773590789,0.599449365,0.062903445
10606,0.063980393,0.061226158,-0.024983568,0.466378659,-0.148869819,-0.089134458,-0.048125294,0.242805676,-0.031144277,-0.176688251,0.785821726,0.269013774,0.238352412,0.1689219
1017,0.005963191,0.114332676,0.271495788,0.388452067,0.15518059,0.119939979,0.13674836,0.412004909,0.154373007,0.094423024,-0.41056299,0.227413293,-0.271357958,-0.058941661
1906,0.082394782,-0.06251672,0.201968099,-0.59845714,0.139375301,0.025085073,0.436180642,-0.499216694,-0.088371121,0.031489017,-0.458482227,-0.519210889,-0.335814343,-0.174348388
9813,0.093197751,-0.121803801,0.601372207,0.054457796,0.055961727,-0.032255039,0.076235917,-0.121403776,-0.006118957,0.055332843,-0.780980396,0.717698759,-0.211128279,-0.241536517
8878,-0.235912732,-0.437746172,-0.183656327,0.005384829,-0.161279119,-0.203568675,-0.015518508,-0.347038528,-0.39775755,-0.420018436,-0.017310817,0.614833678,-0.47062752,-0.107977357
3091,-0.023099448,-0.357340238,0.478402873,-0.594300077,0.047036106,-0.135366369,0.313042735,-0.679877974,-0.271739985,-0.270539809,0.133269711,-0.224542531,-0.784895348,-0.223328103
7485,-0.108904546,0.269508039,-0.241991541,0.799466573,-0.088596502,0.05363101,0.01044505,0.379438347,0.047603986,-0.105729518,0.20994423,0.399356615,0.380426858,-0.111660733
2109,-0.225680098,-0.360636184,-0.127489097,0.563122133,-0.126982126,-0.175489676,-0.069122673,0.141726612,-0.116242459,-0.291690727,0.814521893,0.807592497,0.514806308,-0.123514821
23271,-0.016286605,-0.078721861,0.443576812,-0.537383861,0.112279775,-0.045228188,-0.263646533,-0.362351706,-0.010408927,-0.006796169,-0.429931177,-0.659436507,-0.397654499,-0.176521883
9915,-0.046021738,-0.279962757,0.319936651,-0.260957314,0.005712403,-0.10495046,0.292984435,-0.114677924,-0.247854479,-0.025168268,-2.19523179,-0.836068656,-0.853809762,-0.333841024
9552,0.017091306,-0.000694337,0.034073608,-0.083797289,-0.076217454,-0.084572987,-0.182211138,-0.525181673,-0.087841301,0.012004397,0.396268992,0.137850841,-0.103241198,-0.185115397
93487,0.071673124,0.121701317,-0.426481411,0.473009797,0.202251298,0.137077491,0.067830372,0.154849217,0.230437645,-0.18819257,-0.055205048,-0.209949249,-0.294155957,0.080703379
2956,-0.099158213,-0.025797631,0.027927339,0.34850046,0.087430691,0.003319919,-0.225468263,0.132014419,0.000813977,-0.075696399,0.468235257,0.161160672,0.394503052,0.193965559
11065,-0.106123569,-0.107555161,0.272570927,0.464880926,-0.017327363,-0.047921875,-0.200195973,0.188118409,-0.053556166,-0.054943274,0.793850313,0.894862881,0.631545039,0.093163555
9653,0.128716738,0.18795547,0.358359505,-0.250718218,0.076580628,0.092090307,-0.122862653,-0.097181812,0.2097236,0.312096772,-2.037400411,0.103859602,-0.026582356,0.077515377
200081,-0.164025094,-0.382278046,0.239113882,0.325356769,0.192858577,-0.141761247,0.486105487,0.232947728,-0.272367896,-0.250918752,0.253917384,0.739209616,0.357663705,-0.008290516
3337,-0.088462161,0.144512394,-0.174592448,0.338947045,-0.033770795,-0.058437117,0.025568583,0.301411357,-0.108316424,-0.366394054,-1.160514597,0.148661628,-0.227930662,0.064184499
11073,-0.042906775,0.12699103,0.330434288,0.072197506,0.075280135,-0.052758584,0.110169118,-0.199636292,0.212469885,0.218640016,0.358458199,-0.086636914,0.167153876,0.040243869
23,-0.087347387,0.068449571,-0.062733897,0.045793765,0.047979414,0.015419143,0.019727794,-0.299619557,0.084758737,0.177780728,-0.322282345,-0.414555402,-0.014563969,-0.042447644
5641,0.215092518,-0.131805107,-0.428872501,0.400520732,-0.265008538,0.038548641,-0.186615593,0.093064524,0.089310758,0.048789571,0.992961854,0.206617624,0.688553812,0.184689007
5743,0.236733143,-0.02005319,0.225078802,-0.389896872,0.209777698,0.104810217,-0.022346373,0.00234159,0.154864891,-0.034707965,-0.589563428,0.089030567,-0.632577433,0.206768705
5321,-0.04931093,-0.172353612,0.241574627,-0.812137905,0.312377479,-0.096640768,0.380257176,-0.137473908,-0.182674761,-0.034691583,-0.027840942,-0.728441154,-0.583889196,-0.306079058
4144,-0.098430606,0.01720516,0.153932305,0.147121518,-0.170599471,-0.120294483,0.06365747,0.158747149,0.027505326,-0.120121161,0.576580606,0.480060464,-0.038099763,-0.029990131
8720,0.194864343,0.207135646,-0.029186131,0.536870153,0.260830371,0.186513963,0.178867777,-0.30414558,0.143763384,0.258458777,-0.235799408,-0.61832802,0.156287082,0.030042537
10782,0.084368082,0.087277304,-0.239538113,-0.381396243,0.333742154,0.081200864,0.222164131,0.976445907,0.11601266,0.126607453,0.322711597,-0.073418317,-0.024615131,0.08042079
25932,0.138469814,0.115959923,-2.092946731,-0.299581201,-0.198666888,0.034118863,-0.298423847,-0.224422017,-0.018974208,-0.23462697,0.605078061,-1.10681641,-0.364126891,-0.365046172
1981,0.021385453,0.068253435,-0.15306236,0.427250599,0.096259841,0.026025279,-0.015112306,0.059930564,0.113440599,0.241153053,-0.149765746,0.419031158,0.364004974,0.149746685
695,0.230178185,0.231190985,0.013799626,-0.259429145,0.129687417,0.275578246,0.223716366,-0.221361801,0.150653428,0.139367543,-0.167731191,-0.176715092,0.232943168,0.19902382
10398,0.139400543,0.077677021,0.640943616,-0.230478002,0.035548996,0.068858576,0.085828033,-0.575557027,0.078946661,-0.092398905,0.480636517,-0.452277498,0.065839054,0.032960454
5708,-0.023299855,-0.005772512,-1.301342267,-0.128975804,0.110637548,-0.097426152,-0.239603151,-0.049290521,-0.025273136,-0.097752684,0.378039824,-1.455499147,-0.333103579,-0.127305657
1213,0.053013363,-0.101058152,-0.174602715,0.45488623,0.126381283,-0.097692459,0.390356671,0.236468726,-0.05285902,-0.083375025,0.158164112,0.462185638,0.34417527,-0.154825113
3028,-0.11348463,-0.182187445,-0.040176734,0.495131871,-0.128432986,-0.083025277,-0.055935656,0.658195834,-0.083078286,-0.111095693,-0.579084585,1.356776425,0.3769014,0.099388244
6804,0.421492567,0.381442014,0.617850428,0.093702585,-0.030819693,0.361679717,-0.313592146,0.338038389,0.336143262,0.249773893,2.960855316,-0.144214251,0.07739612,0.176940859
226,-0.03780766,-0.125730005,-0.438198544,0.047908335,-0.278873172,-0.099840981,-0.201322016,-0.033086785,-0.241077203,-0.205465004,0.192229213,0.360367331,0.373902199,-0.040093256
6777,0.161711357,0.130357366,-0.423511629,0.22259452,0.321365254,0.207660119,0.045773849,-0.166816197,0.1617916,0.17182766,-0.151073097,-0.039461853,0.2324267,0.099804552
890,-0.062599531,0.112051111,-0.119162722,0.530268776,0.111146913,-0.067830624,-0.103726109,0.503311252,0.086978085,0.037454367,0.59626588,0.848609919,0.902398822,0.259264456
6390,-0.069062368,-0.141525212,-0.241494696,0.418387482,0.16793311,-0.106528405,0.199646815,0.40515148,-0.052738945,-0.244741174,0.289765426,0.56738683,0.424642502,-0.010310888
2113,0.000955932,-0.056775196,1.101537047,-0.55869562,0.133217398,0.079448115,-0.074325299,-0.699804873,-0.005500242,-0.115690807,-0.002185122,-0.214662002,0.014361693,-0.026556713
4303,-0.128678511,-0.070062535,-0.353956279,0.326512911,-0.350290749,-0.086383722,-0.149680389,0.010291663,-0.047293432,-0.20421686,0.500716299,-0.117799912,-0.043502259,-0.080003118
10953,-0.265136331,-0.219216317,0.405869748,0.393720034,-0.334113539,-0.130240525,-0.085789135,0.22926388,-0.133363502,-0.260628138,0.446877904,0.666136107,0.420418105,0.301359711
22889,-0.115434179,0.053089076,-0.213888903,-0.056693089,-0.113969837,-0.144707825,-0.118049801,-0.044870469,0.024613409,-0.065206444,-1.012292511,0.28053656,0.247641274,-0.236989189
3098,0.039208905,-0.04045762,-0.248609891,0.44169739,0.280826379,0.016761279,0.370889074,0.009513285,-0.015701293,-0.102197462,0.363220403,0.386910287,0.512097274,0.096063666
11044,-0.04777209,-0.146956797,0.569472163,-0.712794884,-0.260128618,-0.172624694,-0.239619631,-0.507967128,-0.165253142,0.050784733,-0.577164636,-0.812824192,-0.47097862,-0.21243686
8985,-0.040594107,-0.289586185,0.040654317,0.358564038,0.144089931,-0.071242634,0.383918887,0.283143637,-0.151152817,-0.03885544,0.873309839,0.386154705,0.120947106,-0.015433181
66008,-0.014649489,-0.01924632,-0.264961943,-0.173848845,-0.087418194,-0.067212972,0.115496499,-0.046268716,0.010172618,-0.140964209,0.680746926,0.480280543,1.031978937,0.170677285
9217,0.077086778,0.273170379,-0.198697522,0.499122058,0.349123308,0.119341259,0.168644361,-0.165545265,0.223603667,0.078592688,0.616680748,0.706533559,0.361155289,0.041562827
3329,-0.15835837,-0.170114196,-0.285853178,0.30820179,0.108247882,-0.079907599,0.148637677,0.232050318,-0.084483699,-0.243287397,0.040467225,0.527414069,0.343484803,0.026071837
701,0.20735891,0.060773025,0.316185676,-0.27047052,0.079634685,0.003152442,-0.190500609,-0.120402611,0.08812958,0.281475301,-0.715846322,-0.431393508,-0.5255527,-0.165485176
6182,-0.183830588,-0.184625821,0.090918764,0.041275741,-0.02005407,-0.115333192,-0.116691033,0.112483019,-0.081765765,-0.147385468,0.559702041,0.960350453,0.545771541,-0.091039995
4860,-0.111499608,-0.298532075,-0.379254743,0.245492109,0.216899586,-0.142650892,0.05842945,0.042671693,-0.218332788,-0.381176735,-0.328404207,0.192427541,0.50861568,0.067562919
1050,-0.13644744,-0.045983933,0.126116052,0.50561723,0.037238467,-0.022604453,0.161391914,0.150045997,0.125279192,0.070420567,0.476795109,0.14679061,0.692783162,0.135948074
9491,0.096494266,-0.024556759,0.456878493,-0.577501329,0.140873202,0.089614979,-0.040168101,-0.425035608,0.047980197,0.195783885,-0.747453203,-0.280337967,-0.028907463,-0.003052953
7398,-0.069833278,0.206793852,-0.071695974,0.240788472,-0.194023761,-0.066624286,0.007902168,0.504425173,0.133167393,-0.073755415,0.473857728,0.295794546,0.106591625,0.223140385
6117,-0.015769054,0.037390821,-0.386887317,0.609812918,0.035990048,-0.046087103,0.259968556,0.55613383,0.066263009,-0.055614606,0.910194348,0.134013363,0.319974914,-0.002938919
23588,-0.145695266,-0.097620564,-0.095712632,-0.641420845,0.1913971,-0.059741161,0.028572174,-0.083815651,-0.178258175,-0.204487765,-0.441008554,-0.728342835,-0.100389834,-0.158918084
949,-0.126320589,-0.125266551,-0.278068608,0.398174471,0.166602759,-0.038091829,0.089595998,0.325205431,-0.005540593,-0.008397847,0.843867167,0.126315055,0.322451127,-0.097816247
7168,0.002719906,-0.019775467,0.734171963,0.050918843,-0.066089411,-0.104707812,-0.355421533,0.405262414,0.018167443,-0.136911492,0.18825974,0.251712153,0.532763174,-0.18399623
9375,-0.222095109,-0.068596761,-0.065080568,0.169545229,-0.306295216,-0.187063113,-0.204981411,0.103866601,-0.05836786,-0.28587472,0.263385515,0.324155282,0.227629657,-0.254991089
22926,-0.047170043,-0.189100321,-0.426163343,-0.167735168,0.229208854,-0.02111874,0.156556741,-0.521632312,-0.077991109,-0.17294798,0.030705654,0.598819098,0.012501995,-0.11130676
4927,0.022293234,0.111095081,0.169469891,0.256495044,0.219541958,-0.036128599,-0.038160343,0.165072811,0.080680005,0.049118084,0.797641632,0.322669223,0.633795254,0.175527654
2523,0.141389906,0.029854411,0.358869122,-0.825560137,0.139456159,0.055915129,0.368238051,-0.598569001,0.002353594,0.182041676,-0.639406909,-0.859279336,-0.491984872,-0.202791531
58497,-0.086342288,0.201130075,-0.341838438,-0.059470738,-0.036654638,-0.067149691,-0.41807636,-0.143147748,0.1113447,0.050587965,0.376987674,0.479133254,0.501388534,0.240041537
6856,0.014512424,0.084190371,0.048343976,0.45203477,0.270952581,-0.093933539,0.067286699,0.228910283,0.085689939,0.041591697,0.509707777,0.254800212,0.318484839,-0.23547985
26036,0.027447018,0.155476632,-0.420238752,0.289429634,0.485344195,0.033828116,0.187332447,-0.185555885,0.02140467,-0.006150354,0.212549621,0.023388997,-0.242421701,-0.022272941
5899,0.0561424,0.070255928,-0.99884383,0.271077288,0.493916984,-0.003458968,0.341645662,-0.534406905,0.339826411,-0.015868512,-0.355681878,0.654388112,-0.092975981,0.020976938
10206,0.097559531,0.019732777,0.284816904,-0.288887971,-0.172787148,-0.014584998,-0.107707285,0.026947988,0.070638114,0.212375376,-0.757672825,-0.819470464,-0.322950627,-0.05164923
25793,-0.18346607,0.07961057,-0.277598015,0.244856237,0.108290549,-0.115300903,-0.285871525,-0.213788718,-0.135888537,0.018972255,0.708372843,0.573682689,0.335303377,0.021293672
5467,0.133161767,0.137869852,-0.436244154,-0.75704544,-0.00211423,0.030511342,0.090367555,-0.440759519,0.092371608,-0.050825982,-0.237711339,0.057783345,0.162970627,0.083289074
55556,0.218172651,-0.038628755,-0.193627645,0.433082128,0.237610628,0.026429134,-0.012989802,-0.212287499,-0.001125772,-0.001827425,1.547152674,0.125670441,0.251200769,0.085342003
6774,0.103291282,-0.229751095,-0.259540553,0.049283698,0.013838789,0.005678868,0.057570143,0.664715896,0.069431477,0.08367232,-1.048482281,-0.06168332,0.220402207,0.082475893
3978,-0.059529326,-0.124885474,-0.38196013,0.463644261,0.271391915,0.016394026,0.077572911,0.664174936,0.004481564,-0.117614631,0.370037441,0.800600736,0.058370305,0.094545441
10681,0.120256846,0.060193265,-0.267852778,0.657919311,0.32966531,0.096457749,0.235781783,0.105731043,0.060037628,0.039935558,-0.137001277,-0.050893354,0.51721079,0.037560752
3638,-0.189071027,-0.182472985,-0.036167013,-0.340185478,-0.934665373,-0.21100209,-0.220866562,-0.359114706,-0.275186927,-0.27918469,-0.569159123,-0.785930634,-0.832665377,-0.331858823
1788,0.063108743,-0.067628886,0.550176863,-0.673712153,-0.101796397,-0.056869724,0.114462175,-0.650759505,-0.032494367,0.142670194,-0.913921368,-0.700485206,-0.566495563,-0.131092437
8349,0.183333929,0.043500599,0.363365022,-0.58901841,0.096206555,0.02378753,0.151574498,-0.569377211,0.040087935,0.219518628,-0.724555889,-0.489241752,-0.594318653,-0.047571624
6275,-0.138111424,0.021606596,-0.094080913,0.196563864,-0.036124969,-0.175737188,-0.158018874,0.102923899,0.030598089,-0.076457737,0.714917964,0.257202963,0.139412727,0.162808139
3895,0.032073664,-0.042568214,0.145137262,-0.26475628,-0.141053253,-0.036294166,-0.329674266,-0.163281944,-0.026163482,0.061248883,-0.741698959,-0.943307221,-0.592842896,-0.211511229
